name, type, manufacturer, barcode, price
TV,Food,A & W,1877501065,432.7942728996277
Sound System,Personal Gadget,A & W,1853634915,14.1218900680542
Microwave,Home Appliances,A & W,1516959910,31.818509101867676
Oven,Home Appliances,A & W,1137407572,585.6138467788696
Electric Kettle,Home Supplies,A & W,1441291613,806.6737651824951
Coffee Maker,Home Supplies,A & W,1098815995,275.4383683204651
Heater,Home Supplies,A & W,1128688958,89.44600820541382
Humidifier,Personal Gadget,A & W,1539133713,678.1227588653564
Gaming Console,Home Supplies,A & W,1456899592,171.84603214263916
Pen,Home Supplies,A & W,1949588093,124.02278184890747
Pencil,Office Supplies,A & W,1484114735,276.697039604187
Notepad,Personal Gadget,A & W,1257678545,98.4344482421875
Sticky Notes,Home Supplies,A & W,1549180002,941.8165683746338
Calendar,Office Supplies,A & W,1910387894,659.1535806655884
Planner,Food,A & W,1285658543,986.1688613891602
Highlighter,Food,A & W,1217653593,75.46287775039673
Sharpener,Office Supplies,A & W,1822228597,799.4135022163391
Notebook,Home Appliances,A & W,1621046526,285.05057096481323
Journal,Home Appliances,A & W,1755164622,136.6666555404663
Diary,Personal Gadget,A & W,1408505058,211.9457721710205
Printer,Food,A & W,1451646399,743.4386610984802
Trashcan,Personal Gadget,A & W,1429667125,474.0203022956848
Chair,Food,A & W,1040404744,892.4457430839539
Tape,Food,A & W,1406934999,701.8916606903076
Eraser,Personal Gadget,A & W,1624408292,523.5682725906372
Iphone X,Personal Gadget,Tropicana,1329624061,214.24448490142822
Ipad Pro,Food,Tropicana,1005212794,958.0351710319519
Macbook Pro,Home Supplies,Tropicana,1272736443,472.8599786758423
XPS 13,Home Supplies,Tropicana,1627147097,753.4505724906921
Noise Cancelling Series 2,Personal Gadget,Tropicana,1424044025,852.3262739181519
Inspiron,Personal Gadget,Tropicana,1759236482,901.1877179145813
Macbook Air,Personal Gadget,Tropicana,1524860299,285.94034910202026
Chips,Home Appliances,Tropicana,1751828924,293.7055230140686
Milk,Home Appliances,Tropicana,1738356352,225.277841091156
Yoghurt,Home Supplies,Tropicana,1792083123,836.3852500915527
Cheese,Home Appliances,Tropicana,1827383071,713.9949202537537
Chicken Breast,Home Supplies,Tropicana,1087209947,204.54025268554688
Frozen Pizza,Food,Tropicana,1639976313,817.4523711204529
Bagels,Food,Tropicana,1116675074,587.4588489532471
Bread,Personal Gadget,Tropicana,1219146167,962.6707434654236
Cookies,Office Supplies,Tropicana,1195128353,681.9502115249634
Sparkling Water,Food,Tropicana,1343911513,174.99655485153198
Energy Drink,Food,Tropicana,1397919488,140.2684450149536
Soda,Home Supplies,Tropicana,1206189127,698.8866329193115
Root Beer,Food,Tropicana,1132599613,911.9858741760254
Juice,Home Appliances,Tropicana,1984058402,963.7174010276794
Toilet Paper,Office Supplies,Tropicana,1645336239,795.0180768966675
Tooth Brush,Home Appliances,Tropicana,1802700706,407.94217586517334
Mouthwash,Office Supplies,Tropicana,1273847043,704.3209075927734
Toothpaste,Office Supplies,Tropicana,1512182209,865.828275680542
Soap,Home Appliances,Tropicana,1682076863,932.6653480529785
Shampoo,Office Supplies,Tropicana,1654063113,313.0936026573181
Shower Gel,Food,Tropicana,1910813819,99.36648607254028
Dish Soap,Home Supplies,Tropicana,1250050268,976.8604040145874
Towels,Food,Tropicana,1267806564,721.0181355476379
Cutlery,Home Supplies,Tropicana,1704666590,560.3856444358826
Sanitizer,Food,Tropicana,1666366789,882.4336528778076
Laundry Detergent,Home Appliances,Tropicana,1264915371,486.0948324203491
Fabric Softener,Personal Gadget,Tropicana,1449209960,403.49286794662476
Dishwasher,Home Appliances,Tropicana,1483522651,196.72387838363647
Refrigerator,Home Appliances,Tropicana,1341316125,83.95397663116455
TV,Home Supplies,Tropicana,1864522029,202.19111442565918
Sound System,Home Appliances,Tropicana,1439421027,37.14185953140259
Microwave,Home Appliances,Tropicana,1972306436,450.617253780365
Oven,Personal Gadget,Tropicana,1934539338,96.5263843536377
Electric Kettle,Home Appliances,Tropicana,1415035652,920.2589392662048
Coffee Maker,Office Supplies,Tropicana,1086465962,676.4407157897949
Heater,Food,Tropicana,1193309557,962.7169370651245
Humidifier,Food,Tropicana,1224911930,997.5656270980835
Gaming Console,Food,Tropicana,1373770463,717.4400091171265
Pen,Food,Tropicana,1780847492,35.45844554901123
Pencil,Office Supplies,Tropicana,1108886813,907.2210192680359
Notepad,Home Appliances,Tropicana,1484411209,30.585646629333496
Sticky Notes,Office Supplies,Tropicana,1898319162,11.135756969451904
Calendar,Personal Gadget,Tropicana,1473687555,603.417158126831
Planner,Home Supplies,Tropicana,1159331722,395.41125297546387
Highlighter,Personal Gadget,Tropicana,1603673739,968.6596989631653
Sharpener,Home Supplies,Tropicana,1644663778,617.3397898674011
Notebook,Office Supplies,Tropicana,1329384763,37.279605865478516
Journal,Office Supplies,Tropicana,1782716943,159.03359651565552
Diary,Food,Tropicana,1154450985,260.35594940185547
Printer,Office Supplies,Tropicana,1399073291,106.10133409500122
Trashcan,Office Supplies,Tropicana,1420532309,409.88630056381226
Chair,Home Appliances,Tropicana,1558087798,273.9282250404358
Tape,Home Appliances,Tropicana,1687821975,441.4549469947815
Eraser,Office Supplies,Tropicana,1002070875,466.96847677230835
Iphone X,Personal Gadget,Kimberley Clark,1787880060,553.297758102417
Ipad Pro,Home Supplies,Kimberley Clark,1192498412,603.2612323760986
Macbook Pro,Food,Kimberley Clark,1872685305,285.0147485733032
XPS 13,Food,Kimberley Clark,1617479426,469.3288803100586
Noise Cancelling Series 2,Food,Kimberley Clark,1134415051,304.37737703323364
Inspiron,Home Appliances,Kimberley Clark,1432731104,714.9049639701843
Macbook Air,Office Supplies,Kimberley Clark,1915967696,557.8551888465881
Chips,Personal Gadget,Kimberley Clark,1775531277,130.8864951133728
Milk,Home Supplies,Kimberley Clark,1400172495,933.2871437072754
Yoghurt,Home Supplies,Kimberley Clark,1124142335,258.96012783050537
Cheese,Personal Gadget,Kimberley Clark,1074149654,53.29221487045288
Chicken Breast,Home Supplies,Kimberley Clark,1776254204,392.08388328552246
Frozen Pizza,Food,Kimberley Clark,1473178999,415.44777154922485
Bagels,Home Appliances,Kimberley Clark,1061928866,179.10587787628174
Bread,Home Supplies,Kimberley Clark,1965123218,777.9603004455566
Cookies,Office Supplies,Kimberley Clark,1977822095,435.09799242019653
Sparkling Water,Home Appliances,Kimberley Clark,1331968740,493.64930391311646
Energy Drink,Personal Gadget,Kimberley Clark,1984209938,675.412654876709
Soda,Food,Kimberley Clark,1820060625,784.8186492919922
Root Beer,Office Supplies,Kimberley Clark,1214286185,83.1100344657898
Juice,Home Appliances,Kimberley Clark,1986402319,669.3813800811768
Toilet Paper,Home Appliances,Kimberley Clark,1041673205,536.445140838623
Tooth Brush,Food,Kimberley Clark,1776887197,164.94512557983398
Mouthwash,Home Supplies,Kimberley Clark,1088078135,368.8685894012451
Toothpaste,Food,Kimberley Clark,1686056949,361.0837459564209
Soap,Home Appliances,Kimberley Clark,1345132778,314.9290680885315
Shampoo,Home Supplies,Kimberley Clark,1810115290,137.47990131378174
Shower Gel,Food,Kimberley Clark,1164903627,671.1362600326538
Dish Soap,Food,Kimberley Clark,1999246082,471.90213203430176
Towels,Food,Kimberley Clark,1740200046,833.9512944221497
Cutlery,Home Supplies,Kimberley Clark,1916210322,10.087013244628906
Sanitizer,Food,Kimberley Clark,1162121561,783.4300398826599
Laundry Detergent,Personal Gadget,Kimberley Clark,1530765244,520.6655859947205
Fabric Softener,Office Supplies,Kimberley Clark,1787369362,679.6070337295532
Dishwasher,Personal Gadget,Kimberley Clark,1729324571,21.562635898590088
Refrigerator,Office Supplies,Kimberley Clark,1066429970,901.5366435050964
TV,Office Supplies,Kimberley Clark,1242750048,307.1858286857605
Sound System,Food,Kimberley Clark,1036172040,661.2043976783752
Microwave,Personal Gadget,Kimberley Clark,1829147530,723.7235903739929
Oven,Office Supplies,Kimberley Clark,1742657246,794.603168964386
Electric Kettle,Personal Gadget,Kimberley Clark,1570571401,806.611180305481
Coffee Maker,Home Appliances,Kimberley Clark,1073653708,701.5801668167114
Heater,Home Appliances,Kimberley Clark,1620786319,611.4700436592102
Humidifier,Personal Gadget,Kimberley Clark,1002683059,359.17484760284424
Gaming Console,Food,Kimberley Clark,1784482364,617.449939250946
Pen,Home Supplies,Kimberley Clark,1500282028,257.7783465385437
Pencil,Home Appliances,Kimberley Clark,1816003678,167.92213916778564
Notepad,Office Supplies,Kimberley Clark,1291990101,346.3711738586426
Sticky Notes,Food,Kimberley Clark,1337769273,824.012815952301
Calendar,Home Appliances,Kimberley Clark,1940492604,166.28605127334595
Planner,Home Appliances,Kimberley Clark,1225804710,355.7898998260498
Highlighter,Home Appliances,Kimberley Clark,1121074729,299.46327209472656
Sharpener,Food,Kimberley Clark,1263449736,576.4036178588867
Notebook,Home Appliances,Kimberley Clark,1430433228,757.2180032730103
Journal,Home Supplies,Kimberley Clark,1786278257,856.6415309906006
Diary,Home Supplies,Kimberley Clark,1119920597,642.4331665039062
Printer,Personal Gadget,Kimberley Clark,1034098862,39.82418775558472
Trashcan,Office Supplies,Kimberley Clark,1042067659,188.2859468460083
Chair,Food,Kimberley Clark,1482762058,36.49568557739258
Tape,Food,Kimberley Clark,1125966365,419.6692705154419
Eraser,Personal Gadget,Kimberley Clark,1683173726,619.8385953903198
Iphone X,Home Supplies,P & G,1400652048,212.08393573760986
Ipad Pro,Home Supplies,P & G,1111815781,699.1679668426514
Macbook Pro,Office Supplies,P & G,1029474779,402.77016162872314
XPS 13,Office Supplies,P & G,1401245885,531.3771963119507
Noise Cancelling Series 2,Home Appliances,P & G,1831698298,9.167015552520752
Inspiron,Personal Gadget,P & G,1626149272,178.06261777877808
Macbook Air,Food,P & G,1194937319,152.49907970428467
Chips,Office Supplies,P & G,1266840163,846.6426134109497
Milk,Home Appliances,P & G,1233890461,294.59482431411743
Yoghurt,Home Appliances,P & G,1144567985,212.60613203048706
Cheese,Personal Gadget,P & G,1153125017,152.25481986999512
Chicken Breast,Office Supplies,P & G,1249117336,130.7123303413391
Frozen Pizza,Home Supplies,P & G,1416022131,637.0580196380615
Bagels,Office Supplies,P & G,1577161345,357.27888345718384
Bread,Home Appliances,P & G,1915622206,313.9904737472534
Cookies,Home Appliances,P & G,1128427397,653.5166501998901
Sparkling Water,Food,P & G,1558873428,817.3996806144714
Energy Drink,Home Supplies,P & G,1215374010,379.2065978050232
Soda,Food,P & G,1702157736,998.3357191085815
Root Beer,Food,P & G,1520798987,953.0024528503418
Juice,Home Appliances,P & G,1667048864,97.29033708572388
Toilet Paper,Food,P & G,1567263911,214.53458070755005
Tooth Brush,Food,P & G,1090773044,187.74640560150146
Mouthwash,Home Appliances,P & G,1763719781,216.6762351989746
Toothpaste,Office Supplies,P & G,1361148150,469.01005506515503
Soap,Food,P & G,1180165063,574.3110179901123
Shampoo,Food,P & G,1601844413,604.8270463943481
Shower Gel,Home Appliances,P & G,1023101494,547.3529100418091
Dish Soap,Personal Gadget,P & G,1127243858,313.73506784439087
Towels,Food,P & G,1186137377,217.368483543396
Cutlery,Home Supplies,P & G,1509202927,377.53963470458984
Sanitizer,Home Supplies,P & G,1615112723,683.8199496269226
Laundry Detergent,Home Appliances,P & G,1188491308,408.424973487854
Fabric Softener,Personal Gadget,P & G,1829999474,240.6960129737854
Dishwasher,Food,P & G,1235071769,318.836510181427
Refrigerator,Office Supplies,P & G,1201600997,158.25802087783813
TV,Home Supplies,P & G,1492797919,890.3477191925049
Sound System,Personal Gadget,P & G,1295404669,477.05477476119995
Microwave,Home Supplies,P & G,1030267427,10.320544242858887
Oven,Food,P & G,1214115538,189.64439630508423
Electric Kettle,Home Supplies,P & G,1920830243,613.4784817695618
Coffee Maker,Office Supplies,P & G,1731334672,235.0977063179016
Heater,Home Appliances,P & G,1767088193,657.8608155250549
Humidifier,Food,P & G,1589080554,835.9952569007874
Gaming Console,Home Supplies,P & G,1710239182,312.45166063308716
Pen,Office Supplies,P & G,1499548923,169.01004314422607
Pencil,Office Supplies,P & G,1579539409,121.65874242782593
Notepad,Office Supplies,P & G,1655458102,58.18837881088257
Sticky Notes,Home Appliances,P & G,1264834731,127.44152545928955
Calendar,Personal Gadget,P & G,1312942272,22.697150707244873
Planner,Personal Gadget,P & G,1774021609,614.0815019607544
Highlighter,Office Supplies,P & G,1806278877,384.2392563819885
Sharpener,Office Supplies,P & G,1971543700,337.2917175292969
Notebook,Food,P & G,1115427382,357.80274868011475
Journal,Personal Gadget,P & G,1903334462,305.6504726409912
Diary,Food,P & G,1406708002,805.2865862846375
Printer,Food,P & G,1383335333,598.40989112854
Trashcan,Food,P & G,1265872264,145.34872770309448
Chair,Food,P & G,1147825920,482.89114236831665
Tape,Home Appliances,P & G,1243852298,383.17596912384033
Eraser,Home Supplies,P & G,1142900730,593.3886170387268
Iphone X,Home Supplies,Colgate,1831787697,277.5459289550781
Ipad Pro,Home Supplies,Colgate,1179742279,961.3221287727356
Macbook Pro,Personal Gadget,Colgate,1707304076,804.4143915176392
XPS 13,Home Appliances,Colgate,1319724736,756.0085654258728
Noise Cancelling Series 2,Food,Colgate,1572873015,639.3324136734009
Inspiron,Food,Colgate,1500311794,172.68216609954834
Macbook Air,Office Supplies,Colgate,1804456392,776.3984799385071
Chips,Food,Colgate,1412289013,658.2266092300415
Milk,Food,Colgate,1500193039,368.45433712005615
Yoghurt,Food,Colgate,1833820836,717.561662197113
Cheese,Office Supplies,Colgate,1060912637,729.2054891586304
Chicken Breast,Personal Gadget,Colgate,1127498108,719.9448347091675
Frozen Pizza,Food,Colgate,1733672987,328.411340713501
Bagels,Personal Gadget,Colgate,1538918174,202.9290795326233
Bread,Home Appliances,Colgate,1333853528,759.8660588264465
Cookies,Home Appliances,Colgate,1191020441,133.80426168441772
Sparkling Water,Personal Gadget,Colgate,1748761988,620.3474998474121
Energy Drink,Home Supplies,Colgate,1154609440,868.6094880104065
Soda,Personal Gadget,Colgate,1575012836,135.922372341156
Root Beer,Personal Gadget,Colgate,1865089017,284.9399447441101
Juice,Office Supplies,Colgate,1002530435,167.97542572021484
Toilet Paper,Food,Colgate,1136880741,847.5953936576843
Tooth Brush,Food,Colgate,1619952541,961.2072110176086
Mouthwash,Office Supplies,Colgate,1554407189,489.5806908607483
Toothpaste,Home Appliances,Colgate,1360129693,23.879647254943848
Soap,Home Appliances,Colgate,1561616603,902.1391272544861
Shampoo,Home Supplies,Colgate,1151617253,799.1623878479004
Shower Gel,Home Supplies,Colgate,1866156948,576.5722990036011
Dish Soap,Office Supplies,Colgate,1704457604,66.05315208435059
Towels,Home Appliances,Colgate,1070453733,130.89615106582642
Cutlery,Food,Colgate,1088686664,147.64845371246338
Sanitizer,Food,Colgate,1756708658,692.3475861549377
Laundry Detergent,Personal Gadget,Colgate,1605036534,180.2782416343689
Fabric Softener,Office Supplies,Colgate,1618439724,451.95990800857544
Dishwasher,Home Appliances,Colgate,1783033856,664.0794277191162
Refrigerator,Home Supplies,Colgate,1945482638,722.5619554519653
TV,Home Supplies,Colgate,1946525348,856.9718599319458
Sound System,Food,Colgate,1645841013,632.4482560157776
Microwave,Office Supplies,Colgate,1575636325,950.8497714996338
Oven,Personal Gadget,Colgate,1605514451,892.5594687461853
Electric Kettle,Office Supplies,Colgate,1972950353,370.3716993331909
Coffee Maker,Personal Gadget,Colgate,1141171935,257.3723793029785
Heater,Personal Gadget,Colgate,1456575922,528.4033417701721
Humidifier,Food,Colgate,1450627771,434.02838706970215
Gaming Console,Office Supplies,Colgate,1290654592,353.4485697746277
Pen,Home Appliances,Colgate,1688493032,308.8389039039612
Pencil,Office Supplies,Colgate,1802302555,346.9276428222656
Notepad,Home Supplies,Colgate,1730719619,686.651885509491
Sticky Notes,Office Supplies,Colgate,1991128716,633.6880922317505
Calendar,Home Appliances,Colgate,1999252991,961.2074494361877
Planner,Office Supplies,Colgate,1422125809,817.5376057624817
Highlighter,Home Supplies,Colgate,1319514924,641.252875328064
Sharpener,Home Supplies,Colgate,1204300935,652.8917551040649
Notebook,Office Supplies,Colgate,1617425742,788.6436581611633
Journal,Personal Gadget,Colgate,1435937734,879.9482583999634
Diary,Office Supplies,Colgate,1033248476,724.8803377151489
Printer,Personal Gadget,Colgate,1073527345,658.406138420105
Trashcan,Home Appliances,Colgate,1456420307,828.5815119743347
Chair,Personal Gadget,Colgate,1826459003,66.01709127426147
Tape,Personal Gadget,Colgate,1554084205,578.4761309623718
Eraser,Office Supplies,Colgate,1355438423,123.69650602340698
Iphone X,Office Supplies,Crest,1577217721,847.9256629943848
Ipad Pro,Office Supplies,Crest,1861839610,867.1699166297913
Macbook Pro,Home Supplies,Crest,1848683136,684.2100620269775
XPS 13,Home Appliances,Crest,1590960922,532.9389572143555
Noise Cancelling Series 2,Home Supplies,Crest,1149416181,718.3975577354431
Inspiron,Personal Gadget,Crest,1968234771,968.6069488525391
Macbook Air,Office Supplies,Crest,1770182857,962.2633457183838
Chips,Office Supplies,Crest,1068249098,747.3128437995911
Milk,Food,Crest,1850341630,23.247122764587402
Yoghurt,Office Supplies,Crest,1047014982,74.31858777999878
Cheese,Home Supplies,Crest,1610953186,875.7884502410889
Chicken Breast,Office Supplies,Crest,1603922765,659.9329710006714
Frozen Pizza,Office Supplies,Crest,1052107797,889.6244168281555
Bagels,Personal Gadget,Crest,1677559390,114.32373523712158
Bread,Food,Crest,1733843951,157.9667329788208
Cookies,Food,Crest,1505924152,741.8697476387024
Sparkling Water,Food,Crest,1022486666,569.2238211631775
Energy Drink,Personal Gadget,Crest,1124119232,599.1751551628113
Soda,Food,Crest,1051242540,6.5312981605529785
Root Beer,Home Appliances,Crest,1949469203,383.4618926048279
